id,question,answer,source,area_id,area,area_output
1443,what research (or clinical trials) is being done for Skin Cancer ?,"New types of treatment are being tested in clinical trials.
                    Information about clinical trials is available from the NCI website.
                
                
                    Treatment for skin cancer may cause side effects.
                    For information about side effects caused by treatment for cancer, see our Side Effects page.
                
                
                    Patients may want to think about taking part in a clinical trial.
                    For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the cancer research process. Clinical trials are done to find out if new cancer treatments are safe and effective or better than the standard treatment.   Many of today's standard treatments for cancer are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment.   Patients who take part in clinical trials also help improve the way cancer will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward.
                
                
                    Patients can enter clinical trials before, during, or after starting their cancer treatment.
                    Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients whose cancer has not gotten better. There are also clinical trials that test new ways to stop cancer from recurring (coming back) or reduce the side effects of cancer treatment.   Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for links to current treatment clinical trials. These have been retrieved from NCI's listing of clinical trials.",CancerGov,5,Skin Cancer,
2335,What is (are) Skin Cancer ?,"Skin cancer is the most common form of cancer in the United States. The two most common types are basal cell cancer and squamous cell cancer. They usually form on the head, face, neck, hands, and arms. Another type of skin cancer, melanoma, is more dangerous but less common.     Anyone can get skin cancer, but it is more common in people who        -  Spend a lot of time in the sun or have been sunburned    -  Have light-colored skin, hair and eyes    -  Have a family member with skin cancer    -  Are over age 50       You should have your doctor check any suspicious skin markings and any changes in the way your skin looks. Treatment is more likely to work well when cancer is found early. If not treated, some types of skin cancer cells can spread to other tissues and organs. Treatments include surgery, radiation therapy, chemotherapy, photodynamic therapy (PDT), and biologic therapy. PDT uses a drug and a type of laser light to kill cancer cells. Biologic therapy boosts your body's own ability to fight cancer.    NIH: National Cancer Institute",MPlusHealthTopics,5,Skin Cancer,
248,What is (are) Alzheimer's Disease ?,"Alzheimers disease is a brain disease that slowly destroys memory and thinking skills and, eventually, the ability to carry out the simplest tasks. It begins slowly and gets worse over time. Currently, it has no cure. A Common Cause of Dementia Alzheimers disease is the most common cause of dementia among older people. Dementia is a loss of thinking, remembering, and reasoning skills that interferes with a persons daily life and activities. Dementia ranges in severity from the mild stage, when it is just beginning to affect a persons functioning, to the severe stage, when the person must depend completely on others for basic care. Estimates vary, but experts suggest that more than 5 million Americans may have Alzheimer's disease. Alzheimers is currently ranked as the sixth leading cause of death in the United States, but recent estimates indicate that the disorder may rank third, just behind heart disease and cancer, as a cause of death for older people Risk Increases With Age In most people with Alzheimers, symptoms first appear in their mid-60s, and the risk of developing the disease increases with age. While younger people -- in their 30s, 40s, and 50s -- may get Alzheimer's disease, it is much less common. It is important to note that Alzheimer's disease is not a normal part of aging. The course of Alzheimers diseasewhich symptoms appear and how quickly changes occurvaries from person to person. The time from diagnosis to death varies, too. It can be as little as 3 or 4 years if the person is over 80 years old when diagnosed or as long as 10 years or more if the person is younger. Memory Problems: One of the First Signs Memory problems are typically one of the first signs of Alzheimers disease, though initial symptoms may vary from person to person. A decline in other aspects of thinking, such as finding the right words, vision/spatial issues, and impaired reasoning or judgment, may also signal the very early stages of Alzheimers disease. People with Alzheimers have trouble doing everyday things like driving a car, cooking a meal, or paying bills. They may ask the same questions over and over, get lost easily, lose things or put them in odd places, and find even simple things confusing. Some people become worried, angry, or violent. Other Reasons for Memory Issues Not all people with memory problems have Alzheimers disease. Mild forgetfulness can be a normal part of aging. Some people may notice that it takes longer to learn new things, remember certain words, or find their glasses. Thats different from a serious memory problem, which makes it hard to do everyday things. Sometimes memory problems are related to health issues that are treatable. For example, medication side effects, vitamin B12 deficiency, head injuries, or liver or kidney disorders can lead to memory loss or possibly dementia. Emotional problems, such as stress, anxiety, or depression, can also make a person more forgetful and may be mistaken for dementia. Read more about causes of memory loss and how to keep your memory sharp. Mild Cognitive Impairment Some older people with memory or other thinking problems have a condition called mild cognitive impairment, or MCI. MCI can be an early sign of Alzheimers, but not everyone with MCI will develop Alzheimers disease. People with MCI have more memory problems than other people their age, but they can still take care of themselves and do their normal activities. Signs of MCI may include - losing things often  - forgetting to go to events and appointments  - having more trouble coming up with words than other people the same age. losing things often forgetting to go to events and appointments having more trouble coming up with words than other people the same age. If you or someone in your family thinks your forgetfulness is getting in the way of your normal routine, its time to see your doctor. Seeing the doctor when you first start having memory problems can help you find out whats causing your forgetfulness. Learn more about mild cognitive impairment (MCI).  What Happens to the Brain in Alzheimers? Alzheimer's disease is named after Dr. Alois Alzheimer, a German doctor. In 1906, Dr. Alzheimer noticed changes in the brain tissue of a woman who had died of an unusual mental illness. After she died, he examined her brain and found many abnormal clumps (now called amyloid plaques) and tangled bundles of fibers (now called neurofibrillary, or tau, tangles). Plaques and tangles in the brain are two of the main features of Alzheimer's disease. Another is the loss of connections between nerve cells (neurons) in the brain. Neurons send messages between different parts of the brain, and from the brain to muscles and organs in the body. It seems likely that damage to the brain starts 10 years or more before memory or other thinking problems become obvious. During the earliest stage of Alzheimers, people are free of symptoms, but harmful changes are taking place in the brain. The damage at first appears to take place in cells of the hippocampus, the part of the brain essential in forming memories. Abnormal protein deposits form plaques and tangles in the brain. Once-healthy nerve cells stop functioning, lose connections with each other, and die. As more nerve cells die, other parts of the brain begin to shrink. By the final stage of Alzheimers, damage is widespread, and brain tissue has shrunk significantly. Get more details about Alzheimers disease.",NIHSeniorHealth,6,Alzheimer's Disease,
249,What causes Alzheimer's Disease ?,"There are two types of Alzheimers diseaseearly-onset and late-onset. Early-onset Alzheimers is a rare form of the disease that occurs in people age 30 to 60. It occurs in less than 5 percent of all people with Alzheimers. Almost all people with Alzheimers disease have late-onset Alzheimer's, which usually develops after age 60. Causes Not Fully Understood Scientists do not yet fully understand what causes Alzheimer's disease in most people. In early-onset Alzheimers, a genetic mutation is usually the cause. Late-onset Alzheimers arises from a complex series of brain changes that occur over decades. The causes probably include a mix of genetic, environmental, and lifestyle factors. These factors affect each person differently. Research shows that Alzheimers disease causes changes in the brain years and even decades before the first symptoms appear, so even people who seem free of the disease today may be at risk. Scientists are developing sophisticated tests to help identify who is most likely to develop symptoms of Alzheimers. Ultimately, they hope to prevent or delay dementia in these high-risk individuals. Risk Factors Some risk factors for Alzheimers, like age and genetics, cannot be controlled. Other factors that may play a role in the development of the diseasesuch as how much a person exercises or socializescan be changed. Lifestyle factors, such as diet and physical exercise, and long-term health conditions, like high blood pressure and diabetes, might also play a role in the risk of developing Alzheimers disease. For more information, see the chapter entitled Prevention. Older AgeThe Biggest Risk Factor Increasing age is the most important known risk factor for Alzheimer's disease. The number of people with the disease doubles every 5 years beyond age 65. Nearly half of people age 85 and older may have Alzheimers. These facts are significant because the number of older adults is growing. Genetics Genetics appears to play a part in both early- and late-onset Alzheimers disease. In early-onset Alzheimers, most cases are caused by specific genetic mutations permanent changes in genes that can be passed on from a parent to a child. This results in early-onset familial Alzheimers disease, or FAD. Most people with Alzheimers disease have late-onset Alzheimer's, in which symptoms appear in a persons mid-60s. No obvious family pattern is seen in most of these cases, but certain genetic factors appear to increase a persons risk. Many studies have linked the apolipoprotein E gene to late-onset Alzheimers. One form of this gene, APOE 4, increases a persons risk of getting the disease. But many people who get Alzheimers do not have the APOE 4 gene, and some people with the gene never get Alzheimers. Scientists have identified a number of other genes in addition to APOE 4 that may increase a persons risk for late-onset Alzheimers. Knowing about these genes can help researchers more effectively test possible treatments and prevention strategies in people who are at risk of developing Alzheimers -- ideally, before symptoms appear. Learn more about the genetics of Alzheimers disease.",NIHSeniorHealth,6,Alzheimer's Disease,
250,What are the symptoms of Alzheimer's Disease ?,"Alzheimer's disease varies from person to person so not everyone will have the same symptoms. Also, the disease progresses faster in some people than in others. In general, though, Alzheimers takes many years to develop and becomes increasingly severe over time. Memory Problems -- A Common Early Sign Memory problems are typically one of the first signs of Alzheimers disease. However, not all memory problems are caused by Alzheimers. If you or someone in your family thinks your forgetfulness is getting in the way of your normal routine, its time to see your doctor. He or she can find out whats causing these problems. A person in the early (mild) stage of Alzheimers disease may - find it hard to remember things  - ask the same questions over and over  - get lost in familiar places  - lose things or put them in odd places  - have trouble handling money and paying bills  - take longer than normal to finish daily tasks  - have some mood and personality changes. find it hard to remember things ask the same questions over and over get lost in familiar places lose things or put them in odd places have trouble handling money and paying bills take longer than normal to finish daily tasks have some mood and personality changes. Other thinking problems besides memory loss may be the first sign of Alzheimers disease. A person may have - trouble finding the right words  - vision and spatial issues  - impaired reasoning or judgment. trouble finding the right words vision and spatial issues impaired reasoning or judgment.  See a chart that compares signs of Alzheimers disease with signs of normal aging. Later Signs of Alzheimers As Alzheimers disease progresses to the moderate stage, memory loss and confusion grow worse, and people may have problems recognizing family and friends. Other symptoms at this stage may include - difficulty learning new things and coping with new situations  - trouble carrying out tasks that involve multiple steps, like getting dressed  - impulsive behavior  - forgetting the names of common things   - hallucinations, delusions, or paranoia  - wandering away from home. difficulty learning new things and coping with new situations trouble carrying out tasks that involve multiple steps, like getting dressed impulsive behavior forgetting the names of common things hallucinations, delusions, or paranoia wandering away from home. Symptoms of Severe Alzheimers As Alzheimers disease becomes more severe, people lose the ability to communicate. They may sleep more, lose weight, and have trouble swallowing. Often they are incontinentthey cannot control their bladder and/or bowels. Eventually, they need total care. Benefits of Early Diagnosis An early, accurate diagnosis of Alzheimer's disease helps people and their families plan for the future. It gives them time to discuss care options, find support, and make legal and financial arrangements while the person with Alzheimers can still take part in making decisions. Also, even though no medicine or other treatment can stop or slow the disease, early diagnosis offers the best chance to treat the symptoms. How Alzheimers Is Diagnosed The only definitive way to diagnose Alzheimer's disease is to find out whether plaques and tangles exist in brain tissue. To look at brain tissue, doctors perform a brain autopsy, an examination of the brain done after a person dies. Doctors can only make a diagnosis of ""possible"" or probable Alzheimers disease while a person is alive. Doctors with special training can diagnose Alzheimer's disease correctly up to 90 percent of the time. Doctors who can diagnose Alzheimers include geriatricians, geriatric psychiatrists, and neurologists. A geriatrician specializes in the treatment of older adults. A geriatric psychiatrist specializes in mental problems in older adults. A neurologist specializes in brain and nervous system disorders. To diagnose Alzheimers disease, doctors may - ask questions about overall health, past medical problems, ability to carry out daily activities, and changes in behavior and personality   - conduct tests to measure memory, problem solving, attention, counting, and language skills   - carry out standard medical tests, such as blood and urine tests   - perform brain scans to look for anything in the brain that does not look normal.  ask questions about overall health, past medical problems, ability to carry out daily activities, and changes in behavior and personality conduct tests to measure memory, problem solving, attention, counting, and language skills carry out standard medical tests, such as blood and urine tests perform brain scans to look for anything in the brain that does not look normal. Test results can help doctors know if there are other possible causes of the person's symptoms. For example, thyroid problems, drug reactions, depression, brain tumors, head injury, and blood-vessel disease in the brain can cause symptoms similar to those of Alzheimer's. Many of these other conditions can be treated successfully. New Diagnostic Methods Being Studied Researchers are exploring new ways to help doctors diagnose Alzheimers disease earlier and more accurately. Some studies focus on changes in a persons memory, language, and other mental functions. Others look at changes in blood, spinal fluid, and brain-scan results that may detect Alzheimers years before symptoms appear. Watch a video that explains changes in diagnostic guidelines for Alzheimers.",NIHSeniorHealth,6,Alzheimer's Disease,
251,How to prevent Alzheimer's Disease ?,"Currently, no medicines or other treatments are known to prevent Alzheimers disease, but scientists are studying many possibilities. These possibilities include lifestyle factors such as exercise and physical activity, a healthy diet, and mentally stimulating activities. In addition to lifestyle factors, scientists have found clues that some long-term health conditions, like heart disease, high blood pressure, and diabetes, are related to Alzheimer's disease. Its possible that controlling these conditions will reduce the risk of developing Alzheimers. Exercise and Physical Activity Studies show that exercise and other types of physical activity are good for our hearts, waistlines, and ability to carry out everyday activities. Research suggests that exercise may also play a role in reducing risk for Alzheimers disease. Animal studies show that exercise increases both the number of small blood vessels that supply blood to the brain and the number of connections between nerve cells in older rats and mice. In addition, researchers have found that exercise raises the level of a nerve growth factor (a protein key to brain health) in an area of the brain that is important to memory and learning.  See suggestions for ways older adults can start or continue to exercise. Diet and Dietary Supplements A number of studies suggest that eating certain foods may help keep the brain healthyand that others can be harmful. A diet that includes lots of fruits, vegetables, and whole grains and is low in fat and added sugar can reduce the risk of heart disease and diabetes. Researchers are looking at whether a healthy diet also can help prevent Alzheimers. One study reported that people who ate a Mediterranean diet had a 28 percent lower risk of developing MCI (mild cognitive impairment) and a 48 percent lower risk of progressing from MCI to Alzheimers disease. (MCI often, but not always, leads to Alzheimers dementia.) A Mediterranean diet includes vegetables, legumes, fruits, cereals, fish, olive oil, and low amounts of saturated fats, dairy products, meat, and poultry. For more about healthy eating as you age , see  Eating Well As You Get Older. Other research has looked at the effect on brain health of several different vitamins and dietary supplements. One area of research focuses on antioxidants, natural substances that appear to fight damage caused by molecules called free radicals. Other studies are looking at resveratrol, a compound found in red grapes and red wine, as well as vitamins and other substances found in food. Chronic Diseases Age-related diseases and conditionssuch as vascular disease, high blood pressure, heart disease, and diabetesmay increase the risk of Alzheimers. Many studies are looking at whether this risk can be reduced by preventing or controlling these diseases and conditions. For example, one clinical trial is looking at how lowering blood pressure to or below current recommended levels may affect cognitive decline and the development of MCI and Alzheimers disease. Participants are older adults with high systolic (upper number) blood pressure who have a history of heart disease or stroke, or are at risk for those conditions. Diabetes is another disease that has been linked to Alzheimers. Past research suggests that abnormal insulin production contributes to Alzheimers-related brain changes. (Insulin is the hormone involved in diabetes.) Diabetes treatments have been tested in people with Alzheimers, but the results have not been conclusive. Keeping the Brain Active Keeping the mind sharpthrough social engagement or intellectual stimulationis associated with a lower risk of Alzheimers disease. Activities like working, volunteering, reading, going to lectures, and playing computer and other games are being studied to see if they might help prevent Alzheimers. One clinical trial is testing the impact of formal cognitive training, with and without physical exercise, in people with MCI to see if it can prevent or delay Alzheimers disease. Other trials are underway in healthy older adults to see if exercise and/or cognitive training (for example, a demanding video game) can delay or prevent age-related cognitive decline. Find out about things you can do that may keep your brain healthy.",NIHSeniorHealth,6,Alzheimer's Disease,
252,What are the treatments for Alzheimer's Disease ?,"Medications Can Treat Symptoms There is no known cure for Alzheimer's disease, but there are medicines that can treat symptoms of the disease. Most Alzheimers medicines work best for people in the mild or moderate stages of the disease. For example, they can keep memory loss from getting worse for a time. Other medicines may help behavioral symptoms, such as trouble sleeping or feeling worried or depressed. All of these medicines may have side effects and may not work for everyone. A person with Alzheimer's should be under a doctor's care. He or she may see a primary care doctor or a specialist, such as a neurologist, geriatric psychiatrist, or geriatrician. The doctor can treat the person's physical and behavioral problems, answer questions, and refer the patient and caregiver to other sources of help. Medications for Alzheimers Currently, no treatment can stop Alzheimer's disease. However, four medications are used to treat its symptoms. These medicines may help maintain thinking, memory, and speaking skills for a limited time. They work by regulating certain chemicals in the brain. Most of these medicines work best for people in the early or middle stages of the disease. For people with mild to moderate Alzheimers, donepezil (Aricept), rivastigmine (Exelon), or galantamine (Razadyne) may help. Donepezil is also approved to treat symptoms of moderate to severe Alzheimer's. Another drug, memantine (Namenda), is used to treat symptoms of moderate to severe Alzheimers, although it also has limited effects. All of these medicines have possible side effects, including nausea, vomiting, diarrhea, and loss of appetite. You should report any unusual symptoms to a doctor right away. It is important to follow a doctor's instructions when taking any medication. Scientists are testing many new drugs and other treatments to see if they can help slow, delay, or prevent Alzheimers disease. Learn how Alzheimers medications work, how to take them, and where to find more information.  Managing Behavioral Symptoms Certain medicines and other approaches can help control the behavioral symptoms of Alzheimer's disease. These symptoms include sleeplessness, agitation, wandering, anxiety, anger, and depression. Treating these symptoms often makes people with Alzheimers disease more comfortable and makes their care easier for caregivers. See more about medications used to treat behavioral symptoms. Some medicines must be used with caution. Memory Aids Memory aids may help some people who have mild Alzheimers disease with day-to-day living. A calendar, list of daily plans, notes about simple safety measures, and written directions describing how to use common household items can be useful. Help for Caregivers Caring for a person with Alzheimers can have high physical, emotional, and financial costs. The demands of day-to-day care, changing family roles, and difficult decisions about placement in a care facility can be difficult. Sometimes, taking care of the person with Alzheimers makes caregivers feel good because they are providing love and comfort. At other times, it can be overwhelming. Changes in the person can be hard to understand and cope with. Here are some ways for caregivers of people with Alzheimers to get help. - Ask family and friends to help out in specific ways, like making a meal or visiting the person while they take a break.  - Join a caregivers support group.  - Use home health care, adult day care, and respite services. Ask family and friends to help out in specific ways, like making a meal or visiting the person while they take a break. Join a caregivers support group. Use home health care, adult day care, and respite services. For more information about caring for someone with Alzheimers disease, see  Alzheimer's Caregiving.",NIHSeniorHealth,6,Alzheimer's Disease,
253,what research (or clinical trials) is being done for Alzheimer's Disease ?,"Research supported by the National Institutes of Health (NIH) and other organizations has expanded knowledge of brain function in healthy older people, identified ways that may lessen age-related cognitive decline, and deepened our understanding of Alzheimers. Many scientists and physicians are working together to untangle the genetic, biological, and environmental factors that might cause Alzheimers disease. This effort is bringing us closer to better managing and, ultimately, better treating and preventing this devastating disease. Types of Research Different types of researchbasic, translational, and clinical researchare conducted to better understand Alzheimers and find ways to treat, delay, or prevent the disease. - Basic research helps scientists gain new knowledge about a disease process, including how and why it starts and progresses.   - Translational research grows out of basic research. It creates new medicines, devices, or behavioral interventions aimed at preventing, diagnosing, or treating a disease.  - Clinical research is medical research involving people. It includes clinical studies, which observe and gather information about large groups of people. It also includes clinical trials, which test a medicine, therapy, medical device, or other intervention in people to see if it is safe and effective. Basic research helps scientists gain new knowledge about a disease process, including how and why it starts and progresses. Translational research grows out of basic research. It creates new medicines, devices, or behavioral interventions aimed at preventing, diagnosing, or treating a disease. Clinical research is medical research involving people. It includes clinical studies, which observe and gather information about large groups of people. It also includes clinical trials, which test a medicine, therapy, medical device, or other intervention in people to see if it is safe and effective.  See the latest Alzheimers Disease Progress Report to read about results of NIA-supported Alzheimers research. Basic Research Basic research seeks to identify the cellular, molecular, and genetic processes that lead to Alzheimers disease. Basic research has focused on two of the main signs of Alzheimers disease in the brain: plaques and tangles. Plaques are made of a protein called beta-amyloid and form abnormal clumps outside nerve cells in the brain. Tangles are made from a protein called tau and form twisted bundles of fibers within nerve cells in the brain. Scientists are studying how plaques and tangles damage nerve cells in the brain. They can see beta-amyloid plaques and tau tangles by making images of the brains of living people. Such imaging has led to clinical trials that are looking at ways to remove beta-amyloid from the human brain or halt its production before more brain damage occurs. Scientists are also exploring the very earliest brain changes in the disease process. Findings will help them better understand the causes of Alzheimers. As they learn more, they are likely to come up with better targets for further research. Over time, this might lead to more effective therapies to delay or prevent the disease. Genetics is another important area of basic research. Discovering more about the role of genes that increase or decrease the risk of developing Alzheimers will help researchers answers questions such as What makes the disease process begin? and Why do some people with memory and other thinking problems develop Alzheimers disease while others do not? Genetics research helps scientists learn how risk-factor genes interact with other genes and lifestyle or environmental factors to affect Alzheimers risk. This research also helps identify people who are at high risk for developing Alzheimers and can participate in clinical research on new prevention and treatment approaches. Translational Research Translational research allows new knowledge from basic research to be applied to a clinical research setting. An important goal of Alzheimers translational research is to increase the number and variety of potential new medicines and other interventions that are approved for testing in humans. Scientists also examine medicines approved to treat other diseases to see they might be effective in people with Alzheimers. The most promising interventions are tested in test-tube and animal studies to make sure they are safe and effective. Currently, a number of different substances are under development that may one day be used to treat or prevent the symptoms of Alzheimers disease and mild cognitive impairment. Clinical Research Clinical research is medical research involving people. It includes clinical studies, which observe and gather information about large groups of people. It also includes clinical trials, which test medicines, therapies, medical devices, or other interventions in people to see if they are safe and effective. Clinical trials are the best way to find out whether a particular intervention actually slows, delays, or prevents Alzheimers disease. Trials may compare a potential new treatment with a standard treatment or placebo (mock treatment). Or, they may study whether a certain behavior or condition affects the progress of Alzheimers or the chances of developing it. NIH, drug companies, and other research organizations are conducting many clinical trials to test possible new treatments that may - improve memory, thinking, and reasoning skills in people with Alzheimers or mild cognitive impairment  - relieve the behavior problems of Alzheimers, such as aggression and agitation  - delay the progression from mild cognitive impairment (MCI) to Alzheimers   - prevent Alzheimers disease. improve memory, thinking, and reasoning skills in people with Alzheimers or mild cognitive impairment relieve the behavior problems of Alzheimers, such as aggression and agitation delay the progression from mild cognitive impairment (MCI) to Alzheimers prevent Alzheimers disease. A wide variety of interventions are being tested in clinical trials. They include experimental drugs as well as non-drug approaches.",NIHSeniorHealth,6,Alzheimer's Disease,
254,what research (or clinical trials) is being done for Alzheimer's Disease ?,"All types of people are needed to volunteer for Alzheimers research. People with Alzheimer's disease or MCI, those with a family history of Alzheimers, and healthy people with no memory problems and no family history of Alzheimers may be able to take part in clinical trials. Participants in clinical trials help scientists learn about the brain in healthy aging and in Alzheimers. Results of these trials are used to improve prevention and treatment methods. The Alzheimers Disease Education and Referral (ADEAR) Centers clinical trials finder makes it easy for people to find out about studies that are sponsored by the federal government and private companies, universities, and other organizations. It includes studies testing new ways to detect, treat, delay, and prevent Alzheimers disease, other dementias, and MCI. You can search for studies about a certain topic or in a certain geographic area by going to www.nia.nih.gov/alzheimers/clinical-trials. To find out more about Alzheimers clinical trials, talk to your health care provider or contact the ADEAR Center at 1-800-438-4380 or adear@nia.nih.gov. Also, visit its website at  www.nia.nih.gov/alzheimers/volunteer.",NIHSeniorHealth,6,Alzheimer's Disease,
255,What is (are) Alzheimer's Disease ?,"Alzheimers disease is a brain disease that slowly destroys memory and thinking skills and, eventually, the ability to carry out the simplest tasks. It begins slowly and gets worse over time. Currently, it has no cure. Alzheimers disease is the most common cause of dementia in older people.  Get more details about Alzheimer's disease.",NIHSeniorHealth,6,Alzheimer's Disease,
256,What is (are) Alzheimer's Disease ?,"Dementia is a loss of thinking, remembering, and reasoning skills that interferes with a persons daily life and activities. Alzheimers disease is the most common cause of dementia among older people. Dementia ranges in severity from the mild stage, when it is just beginning to affect a persons functioning, to the severe stage, when the person must depend completely on others for care.",NIHSeniorHealth,6,Alzheimer's Disease,
257,What is (are) Alzheimer's Disease ?,"Mild cognitive impairment, or MCI, is a condition that can be an early sign of Alzheimers diseasebut not everyone with MCI will develop Alzheimers. People with MCI can still take care of themselves and do their normal activities. Signs of MCI may include - losing things often  - forgetting to go to events and appointments  - having more trouble coming up with words than other people the same age. losing things often forgetting to go to events and appointments having more trouble coming up with words than other people the same age.",NIHSeniorHealth,6,Alzheimer's Disease,
258,What is (are) Alzheimer's Disease ?,"Memory problems are typically one of the first signs of Alzheimers disease, though different people may have different initial symptoms. A decline in other aspects of thinking, such as finding the right words, vision/spatial issues, and impaired reasoning or judgment, may also signal the very early stages of Alzheimers disease.",NIHSeniorHealth,6,Alzheimer's Disease,
259,What is (are) Alzheimer's Disease ?,"Alzheimer's disease has three stages: early (also called mild), middle (moderate), and late (severe). A person in the early stage of Alzheimers may - find it hard to remember things  -  ask the same questions over and over  -  get lost in familiar places  -  lose things or put them in odd places  - have trouble handling money and paying bills  - take longer than normal to finish daily tasks. find it hard to remember things ask the same questions over and over get lost in familiar places lose things or put them in odd places have trouble handling money and paying bills take longer than normal to finish daily tasks. As Alzheimers disease progresses to the middle stage, memory loss and confusion grow worse, and people may have problems recognizing family and friends. Other symptoms are this stage include -  difficulty learning new things and coping with new situations  - trouble carrying out tasks that involve multiple steps, like getting dressed  -  impulsive behavior  - forgetting the names of common things  - hallucinations, delusions, or paranoia  - wandering away from home. difficulty learning new things and coping with new situations trouble carrying out tasks that involve multiple steps, like getting dressed impulsive behavior forgetting the names of common things hallucinations, delusions, or paranoia wandering away from home. As Alzheimers disease becomes more severe, people lose the ability to communicate. They may sleep more, lose weight, and have trouble swallowing. Often they are incontinentthey cannot control their bladder and/or bowels. Eventually, they need total care.",NIHSeniorHealth,6,Alzheimer's Disease,
260,What causes Alzheimer's Disease ?,"Scientists do not yet fully understand what causes Alzheimer's disease in most people. In early-onset Alzheimers, which occurs in people between the ages of 30 and 60, a genetic mutation is usually the cause. Late-onset Alzheimers, which usually develops after age 60, arises from a complex series of brain changes that occur over decades. The causes probably include a mix of genetic, environmental, and lifestyle factors. These factors affect each person differently. Learn more about the genetics of Alzheimers disease.  Increasing age is the most important known risk factor for Alzheimer's disease. Lifestyle factors, such as diet and physical exercise, and long-term health conditions, like high blood pressure and diabetes, might also play a role in the risk of developing Alzheimers disease.",NIHSeniorHealth,6,Alzheimer's Disease,
261,How to diagnose Alzheimer's Disease ?,"The only definitive way to diagnose Alzheimer's disease is to find out whether plaques and tangles exist in brain tissue. To look at brain tissue, doctors perform a brain autopsy, an examination of the brain done after a person dies. Doctors can only make a diagnosis of ""possible"" or probable Alzheimers disease while a person is alive. Doctors with special training can diagnose Alzheimer's disease correctly up to 90 percent of the time. Doctors who can diagnose Alzheimers include geriatricians, geriatric psychiatrists, and neurologists. A geriatrician specializes in the treatment of older adults. A geriatric psychiatrist specializes in mental problems in older adults. A neurologist specializes in brain and nervous system disorders. To diagnose Alzheimer's disease, doctors may - ask questions about overall health, past medical problems, ability to carry out daily activities, and changes in behavior and personality  - conduct tests to measure memory, problem solving, attention, counting, and language skills   - carry out standard medical tests, such as blood and urine tests  - perform brain scans to look for anything in the brain that does not look normal. ask questions about overall health, past medical problems, ability to carry out daily activities, and changes in behavior and personality conduct tests to measure memory, problem solving, attention, counting, and language skills carry out standard medical tests, such as blood and urine tests perform brain scans to look for anything in the brain that does not look normal.",NIHSeniorHealth,6,Alzheimer's Disease,
262,How to diagnose Alzheimer's Disease ?,"An early, accurate diagnosis of Alzheimer's disease helps people and their families plan for the future. It gives them time to discuss care options, find support, and make legal and financial arrangements while the person with Alzheimers can still take part in making decisions. Also, even though no medicine or other treatment can stop or slow the disease, early diagnosis offers the best chance to treat the symptoms.",NIHSeniorHealth,6,Alzheimer's Disease,
263,How to diagnose Alzheimer's Disease ?,The time from diagnosis of Alzheimers disease to death varies. It can be as little as 3 or 4 years if the person is over 80 years old when diagnosed or as long as 10 years or more if the person is younger.,NIHSeniorHealth,6,Alzheimer's Disease,
264,What are the treatments for Alzheimer's Disease ?,"Currently, no treatment can stop Alzheimer's disease. However, four medications are used to treat its symptoms. These medicines may help maintain thinking, memory, and speaking skills for a limited time. They work by regulating certain chemicals in the brain. Most of these medicines work best for people in the early or middle stages of the disease. For people with mild or moderate Alzheimer's, donepezil (Aricept), rivastigmine (Exelon), or galantamine (Razadyne) may help. Donepezil is also approved to treat symptoms of moderate to severe Alzheimer's. Another drug, memantine (Namenda), is used to treat symptoms of moderate to severe Alzheimer's, although it also has limited effects. All of these medicines have possible side effects. Learn how Alzheimers medications work, how to take them, and where to find more information. Certain medicines and other approaches can help control the behavioral symptoms of Alzheimer's disease. These symptoms include sleeplessness, agitation, wandering, anxiety, anger, and depression. See more about medications used to treat behavioral symptoms. Some medicines must be used with caution.",NIHSeniorHealth,6,Alzheimer's Disease,
265,How to prevent Alzheimer's Disease ?,"Currently, no medicines or treatments are known to prevent Alzheimer's disease, but scientists are studying many possibilities. These possibilities include lifestyle factors such as exercise and physical activity, a healthy diet, and mentally stimulating activities. In addition to lifestyle factors, scientists have found clues that some long-term health conditions, like heart disease, high blood pressure, and diabetes, are related to Alzheimer's disease. Its possible that controlling these conditions will reduce the risk of developing Alzheimers.",NIHSeniorHealth,6,Alzheimer's Disease,
266,How to prevent Alzheimer's Disease ?,"Research suggests that exercise may play a role in reducing risk for Alzheimers disease. Animal studies show that exercise increases both the number of small blood vessels that supply blood to the brain and the number of connections between nerve cells in older rats and mice. In addition, researchers have found that exercise raises the level of a nerve growth factor (a protein key to brain health) in an area of the brain that is important to memory and learning.  Learn more about the benefits of exercise for older adults. For more on specific exercises geared to the needs of older adults, visit Go4Life, the exercise and physical activity campaign from the National Institute on Aging.",NIHSeniorHealth,6,Alzheimer's Disease,
267,How to prevent Alzheimer's Disease ?,"A number of studies suggest that eating certain foods may help keep the brain healthyand that others can be harmful. Researchers are looking at whether a healthy dietone that includes lots of fruits, vegetables, and whole grains and is low in fat and added sugarcan help prevent Alzheimers. For more information about healthy eating as you age, see  Eating Well As You Get Older.",NIHSeniorHealth,6,Alzheimer's Disease,
